艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜175最小,対潜175最大,回避初期最小,回避初期最大,回避最大,回避175最小,回避175最大,索敵初期最小,索敵初期最大,索敵最大,索敵175最小,索敵175最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
701,1701,"第四号海防艦改","だいよんごう",1,104,21312,637,0,0,0,0,0,0,0,0,1,15,23,19,21,4,28,0,0,11,40,5,29,32,32,76,109,109,48,49,91,123,124,3,4,20,32,33,20,80,5,1,5,2,0,0,0,0,0,382,-1,-1,-1,-1,14,1,1,2,0,1,0,1,0,"","マル戦計画で生まれた丁型海防艦、その二番艦、第四<br>号海防艦でっすー。ちっちゃいけれど、ものすごく頑<br>張りました！横須賀の防備や、マリアナや小笠原、敵<br>の潜水艦だって負けません！最後は伊勢湾…松にも<br>らった命、頑張りました！",10,10,1,"ujwdmefevbuy",51,1,827
702,1702,"松改","まつ",2,101,19012,641,0,0,0,0,0,0,0,0,1,27,45,31,33,7,42,16,72,30,74,12,55,34,35,80,114,115,37,38,83,117,118,15,16,45,67,68,18,68,10,1,6,3,0,0,0,0,0,229,49,27,-1,-1,14,1,1,4,0,1,1,2,1,"","丁型駆逐艦、松型一番艦、松です。最後の量産型駆逐<br>艦として多数の妹が建造されました。戦時急造なが<br>ら、機関部の設計変更による生残性向上と対空対潜重<br>視の兵装を整備しました。雑木林ですって？何いって<br>んの、私に任せて！",15,15,3,"pguerlmspcju",51,2,827
703,1703,"有明改","ありあけ",2,10,15052,632,0,0,0,0,0,0,0,0,1,30,48,35,37,7,48,20,78,12,54,12,49,16,16,59,92,92,44,44,89,123,123,6,7,39,63,64,12,59,10,1,5,3,0,0,0,0,0,229,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"","あたしが初春型駆逐艦五番艦、有明さ。有明型って呼<br>んでくれたって、あたしは全然構わないよ。南方を中<br>心に数々の戦域を駆け抜けたぜ。な？覚えておいてく<br>れよ？新しい時代の護衛艦にこの名は受け継がれ、現<br>代の海自むらさめ型としても活躍しているんだ。",15,20,3,"lnovmzlsschi",53,3,827
704,1704,"Hornet改","ホーネット",11,105,32162,603,0,0,0,0,0,0,0,0,1,81,92,89,91,0,55,0,0,42,86,45,84,0,0,0,0,0,38,38,73,99,99,49,49,90,121,121,30,80,10,2,8,4,36,19,19,16,0,198,195,256,-1,-1,360,9,16,42,16,0,0,4,4,"","Yorktown 級航空母艦3番艦、USS Hornet よ。<br>ミッドウェー、そしてサンタ・クルーズ諸島沖で全盛<br>期の日本機動部隊と真正面から対決したわ。飛龍、そ<br>して翔鶴瑞鶴も強かった。シャングリラ伝説も私よ？<br>覚えておきなさい。",70,80,3,"zilhzetzybay",51,2,827
893,1493,"Janus改","ジェーナス",2,82,33522,520,0,0,0,0,0,0,0,0,1,31,47,36,38,14,53,40,90,30,72,15,50,53,54,93,122,123,46,47,86,115,116,12,13,52,81,82,22,87,10,1,7,3,0,0,0,0,0,280,261,-1,-1,-1,24,1,2,10,1,1,1,1,1,"","J級駆逐艦、私がJanusよ。そうね、Jervis達と一緒に<br>本国艦隊や地中海艦隊で色々なことを頑張ったわ。<br>フランスの艦艇と戦ったことも。あのシングル作戦で<br>は、Jervisと一緒にアンツィオの戦いを支援して…<br>そこであれを…。Jervisは軽傷だったみたい。<br>不思議っていうか…なんていうか。",15,25,3,"eqyyuwawergl",51,1,827
1496,406,"Colorado改","コロラド",9,93,32012,601,0,0,0,0,0,0,0,0,1,91,98,98,98,80,105,0,0,36,100,83,99,0,0,0,0,0,22,22,54,78,78,16,17,52,78,79,40,110,5,3,7,4,1,1,1,2,0,331,315,-1,-1,-1,300,18,31,48,4,5,0,3,4,"","私がステイツのBig7、Colorado級戦艦一番艦、USS <br>BB45 Coloradoよ。そう、ニューヨーク生まれ。太<br>平洋艦隊、真珠湾に配属されたわ。でも、本国で入渠<br>中に奇襲があって…まあ、いいわ。Big7の力、存分<br>に魅せてあげるわね！覚悟してて！",95,165,3,"eibwwapltgov",51,1,827
1501,0,"駆逐イ級","-",2,1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,5,5,15,15,6,6,5,5,25,25,25,25,25,14,14,14,14,14,3,3,3,3,3,1,1,10,1,0,2,0,0,0,0,0,501,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mtjmdcwtvhdr",2,1,1
1502,0,"駆逐ロ級","-",2,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,7,7,16,16,7,7,6,6,25,25,25,25,25,15,15,15,15,15,3,3,3,3,3,1,1,10,1,0,2,0,0,0,0,0,502,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pbgkfylkbjuy",2,1,1
1503,0,"駆逐ハ級","-",2,1,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,6,6,16,16,6,6,7,7,30,30,30,30,30,16,16,16,16,16,4,4,4,4,4,1,1,10,1,0,2,0,0,0,0,0,502,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pcumlrymlujh",2,1,1
1504,0,"駆逐ニ級","-",2,1,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,8,8,24,24,8,8,9,9,35,35,35,35,35,18,18,18,18,18,4,4,4,4,4,5,5,10,1,0,2,0,0,0,0,0,502,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"itbrdpdbkynm",2,1,1
1505,0,"軽巡ホ級","-",3,1,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,14,14,24,24,10,10,15,15,30,30,30,30,30,15,15,15,15,15,6,6,6,6,6,1,1,10,2,0,2,1,1,0,0,0,504,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"itslcqtmrxtf",2,1,1
1506,0,"軽巡ヘ級","-",3,1,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,16,16,28,28,12,12,18,18,40,40,40,40,40,15,15,15,15,15,6,6,6,6,6,1,1,10,2,0,2,1,1,0,0,0,506,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wuhnhojjxmke",2,1,1
1507,0,"軽巡ト級","-",3,1,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,24,24,28,28,12,12,20,20,50,50,50,50,50,15,15,15,15,15,6,6,6,6,6,5,5,10,2,0,3,2,2,2,0,0,506,513,525,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xlqcmisdyfiu",2,1,1
1508,0,"雷巡チ級","-",4,1,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,18,18,48,48,10,10,22,22,30,30,30,30,30,18,18,18,18,18,4,4,4,4,4,5,5,10,2,0,3,2,2,2,0,0,504,513,513,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mcouotbbbzpx",2,1,1
1509,0,"重巡リ級","-",5,1,0,0,0,0,0,0,0,0,0,0,0,58,58,58,58,32,32,32,32,16,16,28,28,0,0,0,0,0,12,12,12,12,12,10,10,10,10,10,1,1,10,2,0,3,3,3,3,0,0,505,513,525,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"iwztvmesrrju",2,1,1
1510,0,"軽母ヌ級","-",7,1,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,0,0,0,15,15,25,25,0,0,0,0,0,3,3,3,3,3,30,30,30,30,30,1,1,5,0,0,3,18,18,18,0,0,519,523,516,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"slxvncxmexin",2,1,1
1511,0,"戦艦ル級","-",9,1,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,65,65,0,0,70,70,70,70,0,0,0,0,0,3,3,3,3,3,20,20,20,20,20,5,5,5,3,0,3,3,3,3,0,0,509,512,525,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pijdvoaebmxm",2,1,1
1512,0,"空母ヲ級","-",11,1,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,0,0,0,30,30,40,40,0,0,0,0,0,3,3,3,3,3,40,40,40,40,40,1,1,10,0,0,3,27,27,27,0,0,519,523,516,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yalxvbxgbojg",2,1,1
1513,0,"輸送ワ級","-",15,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,0,0,0,0,0,0,10,10,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mednanfcfkil",2,1,1
1514,0,"駆逐イ級","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,15,15,32,32,10,10,12,12,35,35,35,35,35,30,30,30,30,30,6,6,6,6,6,10,10,10,1,0,2,0,0,0,0,0,501,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"eusutfvohllh",3,1,1
1515,0,"駆逐ロ級","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,20,20,32,32,12,12,14,14,35,35,35,35,35,30,30,30,30,30,6,6,6,6,6,10,10,10,1,0,2,0,0,0,0,0,502,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tizkiyetefqx",2,1,1
1516,0,"駆逐ハ級","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,15,15,32,32,14,14,16,16,40,40,40,40,40,35,35,35,35,35,7,7,7,7,7,10,10,10,1,0,2,0,0,0,0,0,502,515,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ycjcuuqbxywj",2,1,1
1517,0,"駆逐ニ級","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,20,20,40,40,18,18,18,18,45,45,45,45,45,40,40,40,40,40,7,7,7,7,7,10,10,10,1,0,2,0,0,0,0,0,502,515,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zujcpyhiwhfk",2,1,1
1518,0,"軽巡ホ級","elite",3,1,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,30,30,40,40,20,20,30,30,40,40,40,40,40,24,24,24,24,24,6,6,6,6,6,10,10,10,2,0,2,1,1,0,0,0,504,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"nylazbctwxxb",2,1,1
1519,0,"軽巡ヘ級","elite",3,1,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,34,34,48,48,23,23,32,32,45,45,45,45,45,26,26,26,26,26,6,6,6,6,6,10,10,10,2,0,2,1,1,0,0,0,506,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"thxxajqkbcea",2,1,1
1520,0,"軽巡ト級","elite",3,1,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,36,36,48,48,24,24,36,36,50,50,50,50,50,28,28,28,28,28,6,6,6,6,6,10,10,10,2,0,3,2,2,2,0,0,506,513,525,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vxeposgfnulm",2,1,1
1521,0,"雷巡チ級","elite",4,1,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,35,35,72,72,20,20,34,34,40,40,40,40,40,30,30,30,30,30,10,10,10,10,10,10,10,10,2,0,3,2,2,2,0,0,506,514,514,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"kkdcshdnoqvd",2,1,1
1522,0,"重巡リ級","elite",5,1,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,58,58,42,42,30,30,60,60,0,0,0,0,0,20,20,20,20,20,15,15,15,15,15,10,10,10,2,0,4,3,3,3,3,0,505,506,525,525,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jgdkktwkyoep",2,1,1
1523,0,"軽母ヌ級","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,0,0,0,0,15,15,35,35,0,0,0,0,0,10,10,10,10,10,30,30,30,30,30,10,10,5,0,0,3,24,24,24,0,0,520,523,516,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"glsvfugrtdlv",2,1,1
1524,0,"戦艦ル級","elite",9,1,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,85,85,0,0,70,70,85,85,0,0,0,0,0,16,16,16,16,16,20,20,20,20,20,10,10,5,3,0,4,3,3,3,3,0,509,509,512,528,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jnaynrbswxny",2,1,1
1525,0,"空母ヲ級","elite",11,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,0,0,0,0,40,40,55,55,0,0,0,0,0,12,12,12,12,12,50,50,50,50,50,10,10,10,0,0,3,30,30,30,0,0,520,517,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"lreivfnxjfik",2,1,1
1526,0,"輸送ワ級","elite",15,1,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,15,15,0,0,0,0,35,35,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,10,10,5,1,0,3,0,0,0,0,0,501,503,503,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"nfbfnyqdswvz",2,1,1
1527,0,"重巡リ級","flagship",5,1,0,0,0,0,0,0,0,0,0,0,0,76,76,76,76,68,68,48,48,40,40,70,70,0,0,0,0,0,50,50,50,50,50,20,20,20,20,20,20,20,10,2,0,4,4,4,4,4,0,505,506,515,525,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cdgslqaonpst",2,1,1
1528,0,"空母ヲ級","flagship",11,1,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,25,25,0,0,50,50,80,80,0,0,0,0,0,45,45,45,45,45,50,50,50,50,50,20,20,10,0,0,3,32,32,32,0,0,520,517,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"kcjagtsviiyn",2,1,1
1529,0,"戦艦ル級","flagship",9,1,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,90,90,0,0,80,80,99,99,0,0,0,0,0,40,40,40,40,40,30,30,30,30,30,20,20,5,3,0,4,5,5,5,5,0,509,509,525,528,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"crlyrpscrtad",2,1,1
1530,0,"潜水カ級","",13,1,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,0,0,42,42,0,0,7,7,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,1,1,5,1,0,2,0,0,0,0,0,513,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zsrtdiesnmum",2,1,1
1531,0,"潜水ヨ級","",13,1,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,52,52,0,0,9,9,0,0,0,0,0,1,1,1,1,1,7,7,7,7,7,5,5,5,1,0,2,0,0,0,0,0,514,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jyofolfguclj",2,1,1
1532,0,"潜水カ級","elite",13,1,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,0,0,64,64,0,0,21,21,0,0,0,0,0,5,5,5,5,5,8,8,8,8,8,10,10,5,1,0,3,0,0,0,0,0,515,513,513,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ebutrlbzkktc",2,1,1
1533,0,"潜水ヨ級","elite",13,1,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,0,0,74,74,0,0,27,27,0,0,0,0,0,5,5,5,5,5,9,9,9,9,9,10,10,5,1,0,3,0,0,0,0,0,515,514,514,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ppdicscudnmo",2,1,1
1534,0,"潜水カ級","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,0,0,86,86,0,0,30,30,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,1,0,3,0,0,0,0,0,515,515,513,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"duwuexijckgq",2,1,1
1535,0,"潜水ヨ級","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,0,96,96,0,0,36,36,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,1,0,3,0,0,0,0,0,515,515,514,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"nvaipajbkgjn",2,1,1
1536,0,"浮遊要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cchowgdxysfu",2,1,1
1537,0,"浮遊要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"matbibgdovof",2,1,1
1538,0,"浮遊要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"murfwykjiuog",2,1,1
1539,0,"泊地棲鬼","",10,1,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,90,90,60,60,70,70,80,80,0,0,0,0,0,10,10,10,10,10,70,70,70,70,70,30,30,5,3,0,3,60,60,60,0,0,536,520,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cyfiwlhsgdji",2,1,1
1540,0,"泊地棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,96,96,90,90,80,80,90,90,0,0,0,0,0,20,20,20,20,20,80,80,80,80,80,40,40,5,3,0,3,60,60,60,0,0,536,520,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vewvgeiqybub",2,1,1
1541,0,"戦艦タ級","",8,1,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,60,60,0,0,60,60,80,80,0,0,0,0,0,20,20,20,20,20,25,25,25,25,25,10,10,10,3,0,4,4,4,4,4,0,508,508,512,525,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mqzxufdjdjju",1,1,1
1542,0,"戦艦タ級","elite",8,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,75,75,0,0,65,65,88,88,0,0,0,0,0,40,40,40,40,40,30,30,30,30,30,20,20,10,3,0,4,4,4,4,4,0,509,508,512,528,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"whhduavjmdki",1,1,1
1543,0,"戦艦タ級","flagship",8,1,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,85,85,0,0,70,70,96,96,0,0,0,0,0,55,55,55,55,55,35,35,35,35,35,30,30,10,3,0,4,4,4,4,4,0,509,509,525,529,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zpzqybyepyte",1,1,1
1544,0,"装甲空母鬼","",10,1,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,70,70,80,80,60,60,80,80,0,0,0,0,0,10,10,10,10,10,70,70,70,70,70,10,10,10,2,0,3,80,80,0,0,0,520,524,508,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jndnkhfjvnjo",1,1,1
1545,0,"装甲空母姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,270,270,270,270,90,90,90,90,70,70,90,90,0,0,0,0,0,20,20,20,20,20,80,80,80,80,80,20,20,10,2,0,3,96,96,0,0,0,520,517,508,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pnvdeewbfyfh",1,1,1
1546,0,"南方棲鬼","",10,1,0,0,0,0,0,0,0,0,0,0,0,210,210,210,210,90,90,80,80,70,70,118,118,0,0,0,0,0,20,20,20,20,20,70,70,70,70,70,30,30,5,3,0,4,0,0,50,0,0,509,505,520,531,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jcgarujexcrf",1,1,1
1547,0,"南方棲戦鬼","",10,1,0,0,0,0,0,0,0,0,0,0,0,240,240,240,240,120,120,90,90,80,80,10,10,0,0,0,0,0,25,25,25,25,25,80,80,80,80,80,40,40,5,3,0,4,0,70,70,0,0,509,520,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jmlbqlrnajyq",1,1,1
1548,0,"南方棲戦姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,380,380,380,380,160,160,100,100,80,80,188,188,0,0,0,0,0,30,30,30,30,30,90,90,90,90,90,50,50,5,3,0,4,0,0,90,0,0,509,509,520,531,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vooogzpoblwf",1,1,1
1549,0,"護衛要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,524,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bwlykdyyjurx",2,1,1
1550,0,"護衛要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fhjnljxxjpmk",2,1,1
1551,0,"護衛要塞","",10,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"nmwnyjyfezro",2,1,1
1552,0,"駆逐ロ級","flagship",2,1,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,33,33,60,60,24,24,24,24,55,55,55,55,55,52,52,52,52,52,10,10,10,10,10,20,20,10,1,0,3,0,0,0,0,0,502,515,542,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"szdhvxpyljqe",1,1,1
1553,0,"駆逐ハ級","flagship",2,1,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,30,30,60,60,24,24,27,27,60,60,60,60,60,54,54,54,54,54,12,12,12,12,12,20,20,10,1,0,3,0,0,0,0,0,502,515,542,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jhjcroxdngqe",1,1,1
1554,0,"軽巡ホ級","flagship",3,1,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,42,42,72,72,27,27,36,36,70,70,70,70,70,44,44,44,44,44,20,20,20,20,20,20,20,10,2,0,3,2,2,2,2,0,504,542,543,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"afrplxszsxit",1,1,1
1555,0,"軽巡ヘ級","flagship",3,1,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,48,48,80,80,30,30,39,39,80,80,80,80,80,46,46,46,46,46,24,24,24,24,24,20,20,10,2,0,4,2,2,2,2,0,506,525,542,543,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"eswghzpycwxb",1,1,1
1556,0,"飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,70,70,0,0,120,120,140,140,0,0,0,0,0,1,1,1,1,1,90,90,90,90,90,10,10,0,2,0,4,98,98,98,98,0,520,520,524,517,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qtygozpoceew",1,1,1
1557,0,"戦艦棲姫","",9,1,0,0,0,0,0,0,0,0,0,0,0,400,400,400,400,180,180,0,0,80,80,160,160,0,0,0,0,0,30,30,30,30,30,70,70,70,70,70,40,40,5,3,0,4,0,0,0,0,0,509,509,512,529,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"glghkfswtxet",1,1,1
1558,0,"輸送ワ級","flagship",15,1,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,55,55,0,0,40,40,65,65,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,2,0,3,0,0,0,0,0,506,504,504,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"okkjcahxfltg",1,1,1
1559,0,"雷巡チ級","flagship",4,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,50,50,120,120,30,30,60,60,50,50,50,50,50,55,55,55,55,55,15,15,15,15,15,30,30,10,2,0,3,1,1,1,0,0,506,515,515,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cojscoppbivn",1,1,1
1560,0,"軽母ヌ級","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,18,18,0,0,36,36,70,70,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,30,30,5,0,0,4,22,22,22,22,0,520,524,524,517,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pcmfcidohwga",1,1,1
1561,0,"戦艦レ級","",10,1,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,90,90,100,100,80,80,110,110,90,90,90,90,90,45,45,45,45,45,50,50,50,50,50,60,60,10,3,0,4,0,0,0,140,0,509,512,515,546,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tkcshwnsnsqr",1,1,1
1562,0,"戦艦レ級","elite",10,1,0,0,0,0,0,0,0,0,0,0,0,270,270,270,270,130,130,120,120,100,100,130,130,100,100,100,100,100,50,50,50,50,50,70,70,70,70,70,70,70,10,3,0,4,0,0,0,180,0,509,512,541,546,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yrdhekgqgxtg",1,1,1
1564,0,"駆逐イ級","flagship",2,1,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,32,32,60,60,24,24,24,24,82,82,82,82,82,60,60,60,60,60,10,10,10,10,10,30,30,10,1,0,3,0,0,0,0,0,531,545,542,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"skifghbnovxl",1,1,1
1565,0,"空母ヲ級改","flagship",11,1,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,40,40,0,0,90,90,120,120,0,0,0,0,0,50,50,50,50,50,60,60,60,60,60,30,30,10,0,0,4,36,36,36,36,0,521,524,518,518,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ckbtgxrnjvof",1,1,1
1566,0,"重巡リ級改","flagship",5,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,88,88,80,80,58,58,80,80,0,0,0,0,0,57,57,57,57,57,30,30,30,30,30,40,40,10,2,0,4,4,4,4,4,0,505,505,515,526,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"lfpzrcpfngkf",1,1,1
1567,0,"戦艦ル級改","flagship",9,1,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,110,110,0,0,88,88,110,110,0,0,0,0,0,43,43,43,43,43,36,36,36,36,36,50,50,5,3,0,4,5,5,5,5,0,509,509,529,526,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qyfevgdqedyw",1,1,1
